Label,Text
Hemofilia (com complicações),"Manifesta-se com sangramento fácil, equimoses, palidez."
Toxicidade Por Drogas - Var 1,"Inclui crise convulsiva, visão turva, dor de cabeça."
Neuropatia Periférica - Var 2,"Inclui dor de cabeça, visão turva, tontura, perda de sensibilidade, confusão mental."
Hemofilia - Var 3,"Acometido por sangramento fácil, palidez, equimoses, palpitações."
Tuberculose - Var 4,"Inclui tosse, sibilos, febre, chiado no peito, expectoração, respiração rápida."
Catarata - Var 5,"Inclui sangramento fácil, equimoses, palpitações."
Insuficiência Cardíaca - Var 6,"Caracteriza-se por tontura, dor torácica, edema de membros inferiores, síncope, palpitações, falta de ar ao esforço."
Infecção Neonatal - Var 7,"Sinais e sintomas: perda de interesse, ansiedade, ideação suicida, insônia, tristeza persistente."
Infecção Urinária - Var 8,"Sinais e sintomas: hematúria, dor lombar, oligúria, urina turva, poliúria."
Lupus Eritematoso Sistêmico - Var 9,"Inclui úlceras cutâneas, prurido, lesões na pele, descamação."
Doença De Parkinson - Var 10,"Inclui dor de cabeça, crise convulsiva, visão turva."
Câncer Colorretal - Var 11,"Inclui visão turva, confusão mental, perda de sensibilidade, dor de cabeça, crise convulsiva."
Rinite Alérgica - Var 12,"Acometido por palpitações, tontura, síncope, edema de membros inferiores, dor torácica."
Cárie Dentária - Var 13,"Inclui infertilidade, sangramento vaginal, dor pélvica, menstruação irregular, secreção vaginal."
Osteoartrite - Var 14,"Sinais e sintomas: diarreia, azia, arrotos, náusea, vômito, perda de apetite."
Pancreatite - Var 15,"Manifesta-se com azia, náusea, vômito, arrotos."
Osteoporose - Var 16,"Manifesta-se com dor pélvica, sangramento vaginal, infertilidade, menstruação irregular, secreção vaginal."
Artrite Reumatoide - Var 17,"Acometido por tristeza persistente, perda de interesse, ansiedade, insônia, ideação suicida."
Síndrome Metabólica - Var 18,"Inclui intensa fadiga, calafrios, mal-estar geral, suor noturno, febre."
Depressão Maior - Var 19,"Inclui ideação suicida, insônia, ansiedade."
Enxaqueca - Var 20,"Inclui confusão mental, crise convulsiva, dor de cabeça, visão turva, perda de sensibilidade, tontura."
Insônia - Var 21,"Sinais e sintomas: perda de interesse, ideação suicida, tristeza persistente."
Fibromialgia - Var 22,"Manifesta-se com menstruação irregular, infertilidade, secreção vaginal, dor pélvica."
Esquizofrenia - Var 23,"Caracteriza-se por ansiedade, tristeza persistente, ideação suicida, insônia."
Otite Média - Var 24,"Caracteriza-se por chiado no peito, expectoração, respiração rápida, tosse, febre."
Resfriado Comum - Var 25,"Caracteriza-se por perda de apetite, arrotos, azia, vômito, dor abdominal, diarreia."
Litíase Renal - Var 26,"Acometido por dor lombar, urina turva, oligúria."
Rinite Alérgica - Var 27,"Sinais e sintomas: tontura, falta de ar ao esforço, edema de membros inferiores, palpitações."
Diarreia Infecciosa - Var 28,"Manifesta-se com fezes alteradas, vômito, dor abdominal."
Dengue - Var 29,"Sinais e sintomas: ansiedade, ideação suicida, perda de interesse, tristeza persistente, insônia."
Síndrome De Cushing - Var 30,"Inclui palpitações, dor torácica, falta de ar ao esforço."
Acidente Vascular Cerebral - Var 31,"Caracteriza-se por edema de membros inferiores, falta de ar ao esforço, palpitações, síncope, dor torácica."
Pancreatite - Var 32,"Caracteriza-se por dor abdominal, vômito, arrotos."
Gravididez Ectópica - Var 33,"Inclui secreção vaginal, sangramento vaginal, menstruação irregular, dor pélvica."
Lupus Eritematoso Sistêmico - Var 34,"Sinais e sintomas: descamação, secreção, eritema, úlceras cutâneas, prurido."
Enxaqueca - Var 35,"Acometido por visão turva, crise convulsiva, confusão mental, dor de cabeça."
Hemofilia - Var 36,"Inclui fadiga, palidez, palpitações, equimoses, sangramento fácil."
Síndrome Do Intestino Irritável - Var 37,"Sinais e sintomas: hematúria, poliúria, dor lombar, urina turva, oligúria, alteração no jato urinário."
Rinite Alérgica - Var 38,"Manifesta-se com dor torácica, falta de ar ao esforço, síncope."
Transtorno Do Sono - Var 39,"Caracteriza-se por tristeza persistente, ansiedade, perda de interesse, insônia, ideação suicida."
Malária - Var 40,"Inclui lesões na pele, secreção, descamação, eritema, úlceras cutâneas."
Doença Arterial Coronariana - Var 41,"Caracteriza-se por síncope, edema de membros inferiores, palpitações, falta de ar ao esforço, tontura, dor torácica."
Esquizofrenia - Var 42,"Acometido por tristeza persistente, ideação suicida, ansiedade, perda de interesse, insônia."
Anemia Megaloblástica - Var 43,"Manifesta-se com sangramento fácil, fadiga, palpitações, palidez."
Abscesso Dentário - Var 44,"Sinais e sintomas: calafrios, mal-estar geral, febre, suor noturno, intensa fadiga."
Toxicidade Por Drogas - Var 45,"Inclui tontura, crise convulsiva, visão turva, dor de cabeça."
Exposição Ocupacional - Var 46,"Inclui poliúria, dor lombar, hematúria."
Gripe - Var 47,"Manifesta-se com tosse, expectoração, febre, sibilos."
Insuficiência Cardíaca - Var 48,"Manifesta-se com palpitações, dor torácica, edema de membros inferiores, falta de ar ao esforço, tontura."
Periodontite - Var 49,"Acometido por alteração no jato urinário, oligúria, dor lombar, poliúria, urina turva, hematúria."
Otite - Var 50,"Sinais e sintomas: expectoração, sibilos, febre, chiado no peito, tosse, dor torácica."
Lesão Ligamentar Do Joelho - Var 51,"Manifesta-se com azia, náusea, diarreia, dor abdominal, arrotos, fezes alteradas."
Anemia Ferropriva - Var 52,"Acometido por fadiga, sangramento fácil, palpitações."
Celulite - Var 53,"Inclui eritema, lesões na pele, úlceras cutâneas, prurido."
Enxaqueca - Var 54,"Acometido por dor de cabeça, perda de sensibilidade, confusão mental, visão turva."
Covid-19 - Var 55,"Caracteriza-se por tosse, chiado no peito, sibilos, dor torácica."
Hipertensão Arterial - Var 56,"Sinais e sintomas: dor torácica, tontura, edema de membros inferiores, falta de ar ao esforço."
Hemorroidas - Var 57,"Manifesta-se com linfadenopatia, suor noturno, febre."
Síndrome De Fadiga Crônica - Var 58,"Sinais e sintomas: visão turva, perda de sensibilidade, tontura."
Hepatite A - Var 59,"Manifesta-se com chiado no peito, expectoração, febre, falta de ar, dor torácica."
Malformação Congênita - Var 60,"Inclui úlceras cutâneas, secreção, eritema."
Síndrome Das Pernas Inquietas - Var 61,"Sinais e sintomas: intensa fadiga, mal-estar geral, calafrios, febre."
Anemia Ferropriva - Var 62,"Acometido por palpitações, sangramento fácil, palidez, fadiga."
Hipertensão Arterial - Var 63,"Caracteriza-se por edema de membros inferiores, dor torácica, palpitações."
Conjuntivite - Var 64,"Caracteriza-se por eritema, descamação, prurido, lesões na pele."
Meningite - Var 65,"Inclui visão turva, tontura, confusão mental, dor de cabeça, crise convulsiva."
Dermatite Atópica - Var 66,"Acometido por lesões na pele, descamação, úlceras cutâneas."
Fibrose Cística - Var 67,"Sinais e sintomas: náusea, dor abdominal, diarreia, vômito."
Proctite - Var 68,"Caracteriza-se por sangramento vaginal, dor pélvica, menstruação irregular, infertilidade."
Otite Média - Var 69,"Caracteriza-se por tosse, falta de ar, expectoração, chiado no peito."
Câncer Colorretal - Var 70,"Caracteriza-se por confusão mental, perda de sensibilidade, visão turva, tontura."
Refluxo Gastroesofágico - Var 71,"Caracteriza-se por perda de apetite, fezes alteradas, náusea, dor abdominal."
Epilepsia - Var 72,"Manifesta-se com perda de sensibilidade, crise convulsiva, dor de cabeça."
Ulcera Péptica - Var 73,"Sinais e sintomas: diarreia, dor abdominal, perda de apetite, arrotos, vômito, fezes alteradas."
Acidente Vascular Cerebral - Var 74,"Caracteriza-se por síncope, edema de membros inferiores, tontura, palpitações, dor torácica, falta de ar ao esforço."
Hipertireoidismo - Var 75,"Manifesta-se com edema de membros inferiores, palpitações, dor torácica."
Malária - Var 76,"Inclui lesões na pele, úlceras cutâneas, eritema, secreção, descamação, prurido."
Dengue - Var 77,"Manifesta-se com ideação suicida, insônia, tristeza persistente, ansiedade."
Epilepsia - Var 78,"Manifesta-se com visão turva, dor de cabeça, tontura, confusão mental."
Hipertireoidismo - Var 79,"Manifesta-se com falta de ar ao esforço, dor torácica, tontura."
Hepatite C - Var 80,"Manifesta-se com sibilos, respiração rápida, dor torácica, expectoração, tosse."
Carcinoma Basocelular - Var 81,"Acometido por prurido, eritema, úlceras cutâneas, descamação, lesões na pele, secreção."
Doença De Crohn - Var 82,"Manifesta-se com insônia, ideação suicida, perda de interesse, tristeza persistente, ansiedade."
Hepatite C - Var 83,"Sinais e sintomas: febre, respiração rápida, chiado no peito, expectoração."
Celulite - Var 84,"Caracteriza-se por eritema, lesões na pele, úlceras cutâneas, descamação, prurido."
Osteoartrite - Var 85,"Inclui arrotos, náusea, diarreia, dor abdominal."
Doença Arterial Coronariana - Var 86,"Caracteriza-se por tontura, palpitações, síncope, edema de membros inferiores."
Ulcera Péptica - Var 87,"Sinais e sintomas: azia, perda de apetite, náusea, dor abdominal, fezes alteradas."
Septocemia - Var 88,"Caracteriza-se por ideação suicida, perda de interesse, tristeza persistente."
Meningite - Var 89,"Acometido por confusão mental, visão turva, perda de sensibilidade."
Bronquiolite - Var 90,"Acometido por expectoração, sibilos, chiado no peito, respiração rápida."
Tireoidite De Hashimoto - Var 91,"Caracteriza-se por tontura, dor torácica, edema de membros inferiores, síncope."
Laringite - Var 92,"Inclui febre, chiado no peito, tosse, sibilos."
Infecção Neonatal - Var 93,"Acometido por ideação suicida, perda de interesse, ansiedade, tristeza persistente, insônia."
Cistite - Var 94,"Manifesta-se com oligúria, hematúria, urina turva, alteração no jato urinário, poliúria, dor lombar."
Colecistite - Var 95,"Manifesta-se com oligúria, urina turva, alteração no jato urinário, hematúria, dor lombar."
Anafilaxia - Var 96,"Manifesta-se com febre, dor torácica, sibilos, respiração rápida, expectoração, tosse."
Pancreatite - Var 97,"Acometido por vômito, dor abdominal, náusea, fezes alteradas, azia."
Fratura Do Fêmur - Var 98,"Acometido por perda de apetite, arrotos, azia."
Esquizofrenia - Var 99,"Sinais e sintomas: insônia, ansiedade, perda de interesse."
Carcinoma Basocelular - Var 100,"Manifesta-se com lesões na pele, secreção, úlceras cutâneas, prurido, descamação."
Insuficiência Renal Aguda - Var 101,"Acometido por palpitações, dor torácica, síncope."
Covid-19 - Var 102,"Inclui expectoração, sibilos, respiração rápida, febre."
Psoríase - Var 103,"Acometido por úlceras cutâneas, eritema, lesões na pele, secreção."
Lupus Eritematoso Sistêmico - Var 104,"Acometido por prurido, descamação, úlceras cutâneas, eritema."
Insuficiência Renal Aguda - Var 105,"Caracteriza-se por palpitações, dor torácica, síncope, tontura, edema de membros inferiores."
Gravididez Ectópica - Var 106,"Manifesta-se com sangramento vaginal, infertilidade, secreção vaginal, menstruação irregular."
Choque Séptico - Var 107,"Sinais e sintomas: falta de ar, chiado no peito, tosse, expectoração, respiração rápida."
Encefalopatia - Var 108,"Caracteriza-se por visão turva, crise convulsiva, confusão mental."
Mononucleose - Var 109,"Acometido por febre, expectoração, chiado no peito, dor torácica, respiração rápida."
Chikungunya - Var 110,"Inclui tristeza persistente, ideação suicida, ansiedade, perda de interesse, insônia."
Infecção Neonatal - Var 111,"Manifesta-se com insônia, ansiedade, tristeza persistente, perda de interesse, ideação suicida."
Síndrome De Fadiga Crônica - Var 112,"Inclui perda de sensibilidade, crise convulsiva, confusão mental, dor de cabeça, visão turva, tontura."
Bronquite - Var 113,"Manifesta-se com tosse, expectoração, respiração rápida, falta de ar, chiado no peito."
Esquizofrenia - Var 114,"Sinais e sintomas: tristeza persistente, insônia, ansiedade."
Obesidade - Var 115,"Caracteriza-se por dor torácica, palpitações, síncope."
Cistite - Var 116,"Manifesta-se com urina turva, alteração no jato urinário, oligúria."
Esquizofrenia - Var 117,"Acometido por perda de interesse, tristeza persistente, insônia."
Fibrose Cística - Var 118,"Sinais e sintomas: diarreia, arrotos, fezes alteradas."
Dengue - Var 119,"Manifesta-se com ansiedade, tristeza persistente, perda de interesse, insônia, ideação suicida."
Tireoidite De Hashimoto - Var 120,"Sinais e sintomas: tontura, palpitações, síncope, dor torácica, edema de membros inferiores."
Enxaqueca - Var 121,"Caracteriza-se por tontura, crise convulsiva, confusão mental, visão turva, perda de sensibilidade, dor de cabeça."
Toxicidade Por Drogas - Var 122,"Sinais e sintomas: tontura, confusão mental, perda de sensibilidade, dor de cabeça."
Otite Média - Var 123,"Caracteriza-se por tosse, falta de ar, sibilos, dor torácica."
Linfoma - Var 124,"Inclui fadiga, palpitações, sangramento fácil, equimoses."
Cistite - Var 125,"Sinais e sintomas: dor lombar, hematúria, poliúria, oligúria, urina turva."
Neuropatia Periférica - Var 126,"Sinais e sintomas: visão turva, tontura, perda de sensibilidade."
